"Del","",710,"{""∇""}","{}","{}","{{""∇"", ""expr""}}","Row[{""Del"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","Del[expr]"
"Gradient","",700,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""Gradient"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"Square","",690,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""Square"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","Square[expr]"
"Piecewise","",680,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""Piecewise"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"SmallCircle","",670,"{}","{""∘""}","{}","{{""expr1"", ""∘"", ""expr2""}}","Row[{""SmallCircle"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","SmallCircle[expr1, expr2]"
"CircleDot","",660,"{}","{""⊙""}","{}","{{""expr1"", ""⊙"", ""expr2""}}","Row[{""CircleDot"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","CircleDot[expr1, expr2]"
"NonCommutativeMultiply","",650,"{}","{""**""}","{}","{{""expr1"", ""**"", ""expr2""}}","Row[{""NonCommutativeMultiply"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","NonCommutativeMultiply[expr1, expr2]"
"Cross","",640,"{}","{""""}","{}","{{""expr1"", """", ""expr2""}}","Row[{""Cross"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Cross[expr1, expr2]"
"Dot","",630,"{}","{"".""}","{}","{{""expr1"", ""."", ""expr2""}}","Row[{""Dot"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Dot[expr1, expr2]"
"TensorWedge","",620,"{}","{""""}","{}","{{""expr1"", """", ""expr2""}}","Row[{""TensorWedge"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","TensorWedge[expr1, expr2]"
"TensorProduct","",610,"{}","{""""}","{}","{{""expr1"", """", ""expr2""}}","Row[{""TensorProduct"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","TensorProduct[expr1, expr2]"
"PermutationProduct","",600,"{}","{""""}","{}","{{""expr1"", """", ""expr2""}}","Row[{""PermutationProduct"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","PermutationProduct[expr1, expr2]"
"Curl","",590,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""Curl"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"Divergence","",590,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""Divergence"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"UnaryMinusPlus","",580,"{""∓""}","{}","{}","{{""∓"", ""expr""}}","Row[{""MinusPlus"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","MinusPlus[expr]"
"UnaryPlusMinus","",580,"{""±""}","{}","{}","{{""±"", ""expr""}}","Row[{""PlusMinus"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","PlusMinus[expr]"
"Minus","",580,"{""-"", ""−""}","{}","{}","{{""-"", ""expr""}, {""−"", ""expr""}}","Row[{""Minus"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","Times[-1, expr]"
"UnaryPlus","",580,"{""+""}","{}","{}","{{""+"", ""expr""}}","Row[{""Plus"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","Plus[expr]"
"Divides","",570,"{}","{""∣""}","{}","{{""expr1"", ""∣"", ""expr2""}}","Row[{""Divides"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Divisible[expr2, expr1]"
"PartialFractionBox","",570,"{}","{""""}","{}","{{""expr"", """"}}","Row[{""FractionBox"", ""["", ""expr"", "",\""\\["", ""Placeholder"", ""]\""]""}]","Unary","Postfix","Left",""
"FractionBox","",570,"{}","{""\/""}","{}","{{""expr1"", ""\/"", ""expr2""}}","Row[{""FractionBox"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","Left",""
"Divide","",570,"{}","{""/"", ""÷"", ""∕""}","{}","{{""expr1"", ""/"", ""expr2""}, {""expr1"", ""÷"", ""expr2""}, {""expr1"", ""∕"", ""expr2""}}","Row[{""Divide"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","Left","Times[expr1, Power[expr2, -1]]"
"Backslash","",560,"{}","{""∖""}","{}","{{""expr1"", ""∖"", ""expr2""}}","Row[{""Backslash"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Backslash[expr1, expr2]"
"Diamond","",550,"{}","{""⋄""}","{}","{{""expr1"", ""⋄"", ""expr2""}}","Row[{""Diamond"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Diamond[expr1, expr2]"
"Wedge","",540,"{}","{""⋀""}","{}","{{""expr1"", ""⋀"", ""expr2""}}","Row[{""Wedge"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Wedge[expr1, expr2]"
"Vee","",530,"{}","{""⋁""}","{}","{{""x"", ""⋁"", ""y""}}","Row[{""Vee"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","Vee[x, y]"
"CircleTimes","",520,"{}","{""⊗""}","{}","{{""expr1"", ""⊗"", ""expr2""}}","Row[{""CircleTimes"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","CircleTimes[expr1, expr2]"
"CenterDot","",510,"{}","{""·""}","{}","{{""x"", ""·"", ""y""}}","Row[{""CenterDot"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","CenterDot[x, y]"
"Times","",500,"{}","{""*"", ""×"", ""⁢""}","{}","{{""expr1"", ""*"", ""expr2""}, {""expr1"", ""expr2""}, {""expr1"", ""×"", ""expr2""}, {""expr1"", ""⁢"", ""expr2""}}","Row[{""Times"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Nullary","None","None","Times[expr1, expr2]"
"Star","",490,"{}","{""⋆""}","{}","{{""expr1"", ""⋆"", ""expr2""}}","Row[{""Star"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Star[expr1, expr2]"
"Product","",480,"{""∏""}","{}","{}","{{""∏"", ""expr""}}","Row[{""Product"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"ContinuedFractionK","",480,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""ContinuedFractionK"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"VerticalTilde","",470,"{}","{""≀""}","{}","{{""expr1"", ""≀"", ""expr2""}}","Row[{""VerticalTilde"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","VerticalTilde[expr1, expr2]"
"Coproduct","",460,"{}","{""∐""}","{}","{{""expr1"", ""∐"", ""expr2""}}","Row[{""Coproduct"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Coproduct[expr1, expr2]"
"Cap","",450,"{}","{""⌢""}","{}","{{""expr1"", ""⌢"", ""expr2""}}","Row[{""Cap"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Cap[expr1, expr2]"
"Cup","",440,"{}","{""⌣""}","{}","{{""expr1"", ""⌣"", ""expr2""}}","Row[{""Cup"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Cup[expr1, expr2]"
"CircleMinus","",430,"{}","{""⊖""}","{}","{{""expr1"", ""⊖"", ""expr2""}}","Row[{""CircleMinus"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","Left","CircleMinus[expr1, expr2]"
"CirclePlus","",430,"{}","{""⊕""}","{}","{{""expr1"", ""⊕"", ""expr2""}}","Row[{""CirclePlus"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","CirclePlus[expr1, expr2]"
"Sum","",420,"{""∑""}","{}","{}","{{""∑"", ""expr""}}","Row[{""Sum"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right","Sum[expr]"
"Integrate","",420,"{""∫""}","{}","{""""}","{{""∫"", ""expr1"", """", ""expr2""}}","Row[{""Integrate"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Prefix","Right","Integrate[expr1, expr2]"
"ClockwiseContourIntegral","",420,"{""∲""}","{}","{""""}","{{""∲"", ""expr1"", """", ""expr2""}}","Row[{""ClockwiseContourIntegral"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Unary","Prefix","Right","Integrate[expr1, expr2]"
"ContourIntegral","",420,"{""∮""}","{}","{""""}","{{""∮"", ""expr1"", """", ""expr2""}}","Row[{""ContourIntegral"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Unary","Prefix","Right","Integrate[expr1, expr2]"
"CounterClockwiseContourIntegral","",420,"{""∳""}","{}","{""""}","{{""∳"", ""expr1"", """", ""expr2""}}","Row[{""CounterClockwiseContourIntegral"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Unary","Prefix","Right","Integrate[expr1, expr2]"
"DoubleContourIntegral","",420,"{""∯""}","{}","{""""}","{{""∯"", ""expr1"", """", ""expr2""}}","Row[{""DoubleContourIntegral"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Unary","Prefix","Right","Integrate[expr1, expr2]"
"ExpectationE","",420,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""ExpectationE"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"ProbabilityPr","",420,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""ProbabilityPr"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"Limit","",410,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""Limit"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"MaxLimit","",410,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""MaxLimit"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"MinLimit","",410,"{""""}","{}","{}","{{"""", ""expr""}}","Row[{""MinLimit"", ""["", ""expr"", ""]""}]","Unary","Prefix","Right",""
"MinusPlus","",400,"{}","{""∓""}","{}","{{""expr1"", ""∓"", ""expr2""}}","Row[{""MinusPlus"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","Left","MinusPlus[expr1, expr2]"
"Plus","",400,"{}","{""+"", """"}","{}","{{""expr1"", ""+"", ""expr2""}, {""expr1"", """", ""expr2""}}","Row[{""Plus"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Plus[expr1, expr2]"
"PlusMinus","",400,"{}","{""±""}","{}","{{""expr1"", ""±"", ""expr2""}}","Row[{""PlusMinus"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","Left","PlusMinus[expr1, expr2]"
"Subtract","",400,"{}","{""-"", ""−""}","{}","{{""expr1"", ""-"", ""expr2""}, {""expr1"", ""−"", ""expr2""}}","Row[{""Subtract"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","Left","Plus[expr1, Times[-1, expr2]]"
"Intersection","",390,"{}","{""⋂""}","{}","{{""expr1"", ""⋂"", ""expr2""}}","Row[{""Intersection"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Intersection[expr1, expr2]"
"Span","X",390,"{}","{"";;""}","{}","{{""i"", "";;"", ""j"", "";;"", ""k""}}","Row[{""Span"", ""["", ""i"", "","", ""j"", "","", ""k"", ""]""}]","Ternary","Infix","Non","Span[i, j, k]"
"SquareIntersection","",390,"{}","{""⊓""}","{}","{{""x"", ""⊓"", ""y""}}","Row[{""SquareIntersection"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","SquareIntersection[x, y]"
"SquareUnion","",380,"{}","{""⊔""}","{}","{{""x"", ""⊔"", ""y""}}","Row[{""SquareUnion"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","SquareUnion[x, y]"
"Union","",380,"{}","{""⋃""}","{}","{{""expr1"", ""⋃"", ""expr2""}}","Row[{""Union"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Union[expr1, expr2]"
"UnionPlus","",380,"{}","{""⊎""}","{}","{{""x"", ""⊎"", ""y""}}","Row[{""UnionPlus"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","UnionPlus[x, y]"
"DirectedEdge","",370,"{}","{""""}","{}","{{""expr1"", """", ""expr2""}}","Row[{""DirectedEdge"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","DirectedEdge[expr1, expr2]"
"UndirectedEdge","",370,"{}","{""""}","{}","{{""expr1"", """", ""expr2""}}","Row[{""UndirectedEdge"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","UndirectedEdge[expr1, expr2]"
"Congruent","",360,"{}","{""≡""}","{}","{{""x"", ""≡"", ""y""}}","Row[{""Congruent"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","Congruent[x, y]"
"CupCap","",360,"{}","{""≍""}","{}","{{""x"", ""≍"", ""y""}}","Row[{""CupCap"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","CupCap[x, y]"
"DotEqual","",360,"{}","{""≐""}","{}","{{""x"", ""≐"", ""y""}}","Row[{""DotEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","DotEqual[x, y]"
"Equal","",360,"{}","{""=="", """", """"}","{}","{{""expr1"", ""=="", ""expr2""}, {""expr1"", """", ""expr2""}, {""expr1"", """", ""expr2""}}","Row[{""Equal"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Equal[expr1, expr2]"
"EqualTilde","",360,"{}","{""≂""}","{}","{{""x"", ""≂"", ""y""}}","Row[{""EqualTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","EqualTilde[x, y]"
"Equilibrium","",360,"{}","{""⇌""}","{}","{{""x"", ""⇌"", ""y""}}","Row[{""Equilibrium"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","Equilibrium[x, y]"
"Greater","",360,"{}","{"">""}","{}","{{""expr1"", "">"", ""expr2""}}","Row[{""Greater"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Greater[expr1, expr2]"
"GreaterEqual","",360,"{}","{"">="", ""≥""}","{}","{{""expr1"", "">="", ""expr2""}, {""expr1"", ""≥"", ""expr2""}}","Row[{""GreaterEqual"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","GreaterEqual[expr1, expr2]"
"GreaterEqualLess","",360,"{}","{""⋛""}","{}","{{""x"", ""⋛"", ""y""}}","Row[{""GreaterEqualLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","GreaterEqualLess[x, y]"
"GreaterFullEqual","",360,"{}","{""≧""}","{}","{{""x"", ""≧"", ""y""}}","Row[{""GreaterFullEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","GreaterFullEqual[x, y]"
"GreaterGreater","",360,"{}","{""≫""}","{}","{{""x"", ""≫"", ""y""}}","Row[{""GreaterGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","GreaterGreater[x, y]"
"GreaterLess","",360,"{}","{""≷""}","{}","{{""x"", ""≷"", ""y""}}","Row[{""GreaterLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","GreaterLess[x, y]"
"GreaterSlantEqual","",360,"{}","{""⩾""}","{}","{{""x"", ""⩾"", ""y""}}","Row[{""GreaterEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","GreaterEqual[x, y]"
"GreaterTilde","",360,"{}","{""≳""}","{}","{{""x"", ""≳"", ""y""}}","Row[{""GreaterTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","GreaterTilde[x, y]"
"HumpDownHump","",360,"{}","{""≎""}","{}","{{""x"", ""≎"", ""y""}}","Row[{""HumpDownHump"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","HumpDownHump[x, y]"
"HumpEqual","",360,"{}","{""≏""}","{}","{{""x"", ""≏"", ""y""}}","Row[{""HumpEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","HumpEqual[x, y]"
"LeftTriangle","",360,"{}","{""⊲""}","{}","{{""x"", ""⊲"", ""y""}}","Row[{""LeftTriangle"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LeftTriangle[x, y]"
"LeftTriangleBar","",360,"{}","{""⧏""}","{}","{{""x"", ""⧏"", ""y""}}","Row[{""LeftTriangleBar"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LeftTriangleBar[x, y]"
"LeftTriangleEqual","",360,"{}","{""⊴""}","{}","{{""x"", ""⊴"", ""y""}}","Row[{""LeftTriangleEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LeftTriangleEqual[x, y]"
"Less","",360,"{}","{""<""}","{}","{{""expr1"", ""<"", ""expr2""}}","Row[{""Less"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","Less[expr1, expr2]"
"LessEqual","",360,"{}","{""<="", ""≤""}","{}","{{""expr1"", ""<="", ""expr2""}, {""expr1"", ""≤"", ""expr2""}}","Row[{""LessEqual"", ""["", ""expr1"", "","", ""expr2"", ""]""}]","Binary","Infix","None","LessEqual[expr1, expr2]"
"LessEqualGreater","",360,"{}","{""⋚""}","{}","{{""x"", ""⋚"", ""y""}}","Row[{""LessEqualGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LessEqualGreater[x, y]"
"LessFullEqual","",360,"{}","{""≦""}","{}","{{""x"", ""≦"", ""y""}}","Row[{""LessFullEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LessFullEqual[x, y]"
"LessGreater","",360,"{}","{""≶""}","{}","{{""x"", ""≶"", ""y""}}","Row[{""LessGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LessGreater[x, y]"
"LessLess","",360,"{}","{""≪""}","{}","{{""x"", ""≪"", ""y""}}","Row[{""LessLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LessLess[x, y]"
"LessSlantEqual","",360,"{}","{""⩽""}","{}","{{""x"", ""⩽"", ""y""}}","Row[{""LessEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LessEqual[x, y]"
"LessTilde","",360,"{}","{""≲""}","{}","{{""x"", ""≲"", ""y""}}","Row[{""LessTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","LessTilde[x, y]"
"NestedGreaterGreater","",360,"{}","{""⪢""}","{}","{{""x"", ""⪢"", ""y""}}","Row[{""NestedGreaterGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NestedGreaterGreater[x, y]"
"NestedLessLess","",360,"{}","{""⪡""}","{}","{{""x"", ""⪡"", ""y""}}","Row[{""NestedLessLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NestedLessLess[x, y]"
"NotCongruent","",360,"{}","{""≢""}","{}","{{""x"", ""≢"", ""y""}}","Row[{""NotCongruent"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotCongruent[x, y]"
"NotCupCap","",360,"{}","{""≭""}","{}","{{""x"", ""≭"", ""y""}}","Row[{""NotCupCap"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotCupCap[x, y]"
"NotEqualTilde","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotEqualTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotEqualTilde[x, y]"
"NotGreater","",360,"{}","{""≯""}","{}","{{""x"", ""≯"", ""y""}}","Row[{""NotGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreater[x, y]"
"NotGreaterEqual","",360,"{}","{""≱""}","{}","{{""x"", ""≱"", ""y""}}","Row[{""NotGreaterEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreaterEqual[x, y]"
"NotGreaterFullEqual","",360,"{}","{""≩""}","{}","{{""x"", ""≩"", ""y""}}","Row[{""NotGreaterFullEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreaterFullEqual[x, y]"
"NotGreaterGreater","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotGreaterGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreaterGreater[x, y]"
"NotGreaterLess","",360,"{}","{""≹""}","{}","{{""x"", ""≹"", ""y""}}","Row[{""NotGreaterLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreaterLess[x, y]"
"NotGreaterSlantEqual","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotGreaterSlantEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreaterSlantEqual[x, y]"
"NotGreaterTilde","",360,"{}","{""≵""}","{}","{{""x"", ""≵"", ""y""}}","Row[{""NotGreaterTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotGreaterTilde[x, y]"
"NotHumpDownHump","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotHumpDownHump"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotHumpDownHump[x, y]"
"NotHumpEqual","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotHumpEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotHumpEqual[x, y]"
"NotLeftTriangle","",360,"{}","{""⋪""}","{}","{{""x"", ""⋪"", ""y""}}","Row[{""NotLeftTriangle"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLeftTriangle[x, y]"
"NotLeftTriangleBar","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotLeftTriangleBar"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLeftTriangleBar[x, y]"
"NotLeftTriangleEqual","",360,"{}","{""⋬""}","{}","{{""x"", ""⋬"", ""y""}}","Row[{""NotLeftTriangleEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLeftTriangleEqual[x, y]"
"NotLess","",360,"{}","{""≮""}","{}","{{""x"", ""≮"", ""y""}}","Row[{""NotLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLess[x, y]"
"NotLessEqual","",360,"{}","{""≰""}","{}","{{""x"", ""≰"", ""y""}}","Row[{""NotLessEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLessEqual[x, y]"
"NotLessFullEqual","",360,"{}","{""≨""}","{}","{{""x"", ""≨"", ""y""}}","Row[{""NotLessFullEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLessFullEqual[x, y]"
"NotLessGreater","",360,"{}","{""≸""}","{}","{{""x"", ""≸"", ""y""}}","Row[{""NotLessGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLessGreater[x, y]"
"NotLessLess","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotLessLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLessLess[x, y]"
"NotLessSlantEqual","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotLessSlantEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLessSlantEqual[x, y]"
"NotLessTilde","",360,"{}","{""≴""}","{}","{{""x"", ""≴"", ""y""}}","Row[{""NotLessTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotLessTilde[x, y]"
"NotNestedGreaterGreater","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotNestedGreaterGreater"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotNestedGreaterGreater[x, y]"
"NotNestedLessLess","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotNestedLessLess"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotNestedLessLess[x, y]"
"NotPrecedes","",360,"{}","{""⊀""}","{}","{{""x"", ""⊀"", ""y""}}","Row[{""NotPrecedes"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotPrecedes[x, y]"
"NotPrecedesEqual","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotPrecedesEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotPrecedesEqual[x, y]"
"NotPrecedesSlantEqual","",360,"{}","{""⋠""}","{}","{{""x"", ""⋠"", ""y""}}","Row[{""NotPrecedesSlantEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotPrecedesSlantEqual[x, y]"
"NotPrecedesTilde","",360,"{}","{""⋨""}","{}","{{""x"", ""⋨"", ""y""}}","Row[{""NotPrecedesTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotPrecedesTilde[x, y]"
"NotRightTriangle","",360,"{}","{""⋫""}","{}","{{""x"", ""⋫"", ""y""}}","Row[{""NotRightTriangle"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotRightTriangle[x, y]"
"NotRightTriangleBar","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotRightTriangleBar"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotRightTriangleBar[x, y]"
"NotRightTriangleEqual","",360,"{}","{""⋭""}","{}","{{""x"", ""⋭"", ""y""}}","Row[{""NotRightTriangleEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotRightTriangleEqual[x, y]"
"NotSucceeds","",360,"{}","{""⊁""}","{}","{{""x"", ""⊁"", ""y""}}","Row[{""NotSucceeds"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotSucceeds[x, y]"
"NotSucceedsEqual","",360,"{}","{""""}","{}","{{""x"", """", ""y""}}","Row[{""NotSucceedsEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotSucceedsEqual[x, y]"
"NotSucceedsSlantEqual","",360,"{}","{""⋡""}","{}","{{""x"", ""⋡"", ""y""}}","Row[{""NotSucceedsSlantEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotSucceedsSlantEqual[x, y]"
"NotSucceedsTilde","",360,"{}","{""⋩""}","{}","{{""x"", ""⋩"", ""y""}}","Row[{""NotSucceedsTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotSucceedsTilde[x, y]"
"NotTilde","",360,"{}","{""≁""}","{}","{{""x"", ""≁"", ""y""}}","Row[{""NotTilde"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotTilde[x, y]"
"NotTildeEqual","",360,"{}","{""≄""}","{}","{{""x"", ""≄"", ""y""}}","Row[{""NotTildeEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotTildeEqual[x, y]"
"NotTildeFullEqual","",360,"{}","{""≇""}","{}","{{""x"", ""≇"", ""y""}}","Row[{""NotTildeFullEqual"", ""["", ""x"", "","", ""y"", ""]""}]","Binary","Infix","None","NotTildeFullEqual[x, y]"
