8928,"⋠","NotPrecedesSlantEqual"
8936,"⋨","NotPrecedesTilde"
8716,"∌","NotReverseElement"
8939,"⋫","NotRightTriangle"
62483,"","NotRightTriangleBar"
8941,"⋭","NotRightTriangleEqual"
62510,"","NotSquareSubset"
8930,"⋢","NotSquareSubsetEqual"
62511,"","NotSquareSuperset"
8931,"⋣","NotSquareSupersetEqual"
8836,"⊄","NotSubset"
8840,"⊈","NotSubsetEqual"
8833,"⊁","NotSucceeds"
62509,"","NotSucceedsEqual"
8929,"⋡","NotSucceedsSlantEqual"
8937,"⋩","NotSucceedsTilde"
8837,"⊅","NotSuperset"
8841,"⊉","NotSupersetEqual"
8769,"≁","NotTilde"
8772,"≄","NotTildeEqual"
8775,"≇","NotTildeFullEqual"
8777,"≉","NotTildeTilde"
62417,"","NotVerticalBar"
241,"ñ","NTilde"
957,"ν","Nu"
62368,"","Null"
92,"\[NumberComma]","NumberComma"
63268,"","NumberSign"
243,"ó","OAcute"
337,"ő","ODoubleAcute"
246,"ö","ODoubleDot"
339,"œ","OE"
242,"ò","OGrave"
244,"ô","OHat"
969,"ω","Omega"
959,"ο","Omicron"
8220,"“","OpenCurlyDoubleQuote"
8216,"‘","OpenCurlyQuote"
63442,"","OptionKey"
8744,"∨","Or"
248,"ø","OSlash"
245,"õ","OTilde"
65079,"︷","OverBrace"
9140,"⎴","OverBracket"
65077,"︵","OverParenthesis"
62397,"","PageBreakAbove"
62398,"","PageBreakBelow"
182,"¶","Paragraph"
8233," ","ParagraphSeparator"
8706,"∂","PartialD"
62430,"","PermutationProduct"
10178,"⟂","Perpendicular"
981,"ϕ","Phi"
960,"π","Pi"
62305,"","Piecewise"
9811,"♓","PiscesSign"
62760,"","Placeholder"
177,"±","PlusMinus"
9799,"♇","Pluto"
8826,"≺","Precedes"
10927,"⪯","PrecedesEqual"
8828,"≼","PrecedesSlantEqual"
8830,"≾","PrecedesTilde"
8242,"′","Prime"
62428,"","ProbabilityPr"
8719,"∏","Product"
8759,"∷","Proportion"
8733,"∝","Proportional"
968,"ψ","Psi"
9833,"♩","QuarterNote"
38,"&","RawAmpersand"
64,"@","RawAt"
96,"`","RawBackquote"
92,"\","RawBackslash"
58,":","RawColon"
44,",","RawComma"
45,"-","RawDash"
36,"$","RawDollar"
46,".","RawDot"
34,"""","RawDoubleQuote"
61,"=","RawEqual"
27,"","RawEscape"
33,"!","RawExclamation"
62,">","RawGreater"
123,"{","RawLeftBrace"
91,"[","RawLeftBracket"
40,"(","RawLeftParenthesis"
60,"<","RawLess"
35,"#","RawNumberSign"
37,"%","RawPercent"
43,"+","RawPlus"
63,"?","RawQuestion"
39,"'","RawQuote"
13,"","RawReturn"
125,"}","RawRightBrace"
93,"]","RawRightBracket"
41,")","RawRightParenthesis"
59,";","RawSemicolon"
47,"/","RawSlash"
32," ","RawSpace"
42,"*","RawStar"
9,"	","RawTab"
126,"~","RawTilde"
95,"_","RawUnderscore"
124,"|","RawVerticalBar"
94,"^","RawWedge"
174,"®","RegisteredTrademark"
8629,"↵","ReturnIndicator"
63334,"","ReturnKey"
8246,"‶","ReverseDoublePrime"
8715,"∋","ReverseElement"
8651,"⇋","ReverseEquilibrium"
8245,"‵","ReversePrime"
10607,"⥯","ReverseUpEquilibrium"
345,"ř","RHacek"
961,"ρ","Rho"
8735,"∟","RightAngle"
9002,"〉","RightAngleBracket"
8594,"→","RightArrow"
8677,"⇥","RightArrowBar"
8644,"⇄","RightArrowLeftArrow"
61716,"","RightAssociation"
62980,"","RightBracketingBar"
8969,"⌉","RightCeiling"
12315,"〛","RightDoubleBracket"
62982,"","RightDoubleBracketingBar"
10589,"⥝","RightDownTeeVector"
8642,"⇂","RightDownVector"
10581,"⥕","RightDownVectorBar"
8971,"⌋","RightFloor"
187,"»","RightGuillemet"
63340,"","RightModified"
9656,"▸","RightPointer"
63330,"","RightSkeleton"
8866,"⊢","RightTee"
8614,"↦","RightTeeArrow"
10587,"⥛","RightTeeVector"
8883,"⊳","RightTriangle"
10704,"⧐","RightTriangleBar"
8885,"⊵","RightTriangleEqual"
10575,"⥏","RightUpDownVector"
10588,"⥜","RightUpTeeVector"
8638,"↾","RightUpVector"
10580,"⥔","RightUpVectorBar"
8640,"⇀","RightVector"
10579,"⥓","RightVectorBar"
10608,"⥰","RoundImplies"
62386,"","RoundSpaceIndicator"
62754,"","Rule"
62751,"","RuleDelayed"
8377,"₹","Rupee"
9785,"☹","SadSmiley"
9808,"♐","SagittariusSign"
993,"ϡ","Sampi"
9796,"♄","Saturn"
9807,"♏","ScorpioSign"
63154,"","ScriptA"
63155,"","ScriptB"
63156,"","ScriptC"
63344,"","ScriptCapitalA"
8492,"ℬ","ScriptCapitalB"
63346,"","ScriptCapitalC"
63347,"","ScriptCapitalD"
8496,"ℰ","ScriptCapitalE"
8497,"ℱ","ScriptCapitalF"
63350,"","ScriptCapitalG"
8459,"ℋ","ScriptCapitalH"
8464,"ℐ","ScriptCapitalI"
63353,"","ScriptCapitalJ"
63354,"","ScriptCapitalK"
8466,"ℒ","ScriptCapitalL"
8499,"ℳ","ScriptCapitalM"
63357,"","ScriptCapitalN"
63358,"","ScriptCapitalO"
63359,"","ScriptCapitalP"
63360,"","ScriptCapitalQ"
8475,"ℛ","ScriptCapitalR"
63362,"","ScriptCapitalS"
63363,"","ScriptCapitalT"
63364,"","ScriptCapitalU"
63365,"","ScriptCapitalV"
63366,"","ScriptCapitalW"
63367,"","ScriptCapitalX"
63368,"","ScriptCapitalY"
63369,"","ScriptCapitalZ"
63157,"","ScriptD"
63280,"","ScriptDotlessI"
63281,"","ScriptDotlessJ"
8495,"ℯ","ScriptE"
63480,"","ScriptEight"
63159,"","ScriptF"
63477,"","ScriptFive"
63476,"","ScriptFour"
8458,"ℊ","ScriptG"
63161,"","ScriptH"
63162,"","ScriptI"
63163,"","ScriptJ"
63164,"","ScriptK"
8467,"ℓ","ScriptL"
63166,"","ScriptM"
63167,"","ScriptN"
63481,"","ScriptNine"
8500,"ℴ","ScriptO"
63473,"","ScriptOne"
63169,"","ScriptP"
63170,"","ScriptQ"
63171,"","ScriptR"
63172,"","ScriptS"
63479,"","ScriptSeven"
63478,"","ScriptSix"
63173,"","ScriptT"
63475,"","ScriptThree"
63474,"","ScriptTwo"
63174,"","ScriptU"
63175,"","ScriptV"
63176,"","ScriptW"
63177,"","ScriptX"
63178,"","ScriptY"
63179,"","ScriptZ"
63472,"","ScriptZero"
167,"§","Section"
62759,"","SelectionPlaceholder"
353,"š","SHacek"
61725,"","Shah"
9839,"♯","Sharp"
63445,"","ShiftKey"
62763,"","ShortDownArrow"
62758,"","ShortLeftArrow"
62757,"","ShortRightArrow"
62762,"","ShortUpArrow"
963,"σ","Sigma"
